Time,dataSeries.pv[1],dataSeries.pv[2],dataSeries.pv[3],dataSeries.bldg[1],dataSeries.bldg[2],dataSeries.bldg[3]
127680,563.488,704.36,704.36,-125.703,-59.1592,-4.70176
127740,433.4,541.75,541.75,-125.262,-56.8846,-4.5467
127740,433.4,541.75,541.75,-125.262,-56.8846,-4.5467
127800,255.006,318.757,318.757,-124.822,-54.6099,-4.39164
127800,255.006,318.757,318.757,-124.822,-54.6099,-4.39164
127860,155.8,194.75,194.75,-149.413,-55.4226,-4.48451
127860,155.8,194.75,194.75,-149.413,-55.4226,-4.48451
127920,152.31,190.387,190.387,-174.005,-56.2353,-4.57738
127920,152.31,190.387,190.387,-174.005,-56.2353,-4.57738
127980,204.579,255.724,255.724,-198.596,-57.048,-4.67026
127980,204.579,255.724,255.724,-198.596,-57.048,-4.67026
128040,307.821,384.776,384.776,-223.187,-57.8608,-4.76313
128040,307.821,384.776,384.776,-223.187,-57.8608,-4.76313
128090,417.695,522.118,522.118,-243.615,-58.5359,-4.84028
128090,417.695,522.118,522.118,-243.615,-58.5359,-4.84028
128100,439.975,549.969,549.969,-247.778,-58.6735,-4.856
128100,439.975,549.969,549.969,-247.778,-58.6735,-4.856
128130,503.181,628.976,628.976,-259.926,-59.0749,-4.90188
128130,503.181,628.976,628.976,-259.926,-59.0749,-4.90188
128155,551.14,688.925,688.925,-270.341,-59.4191,-4.94121
128155,551.14,688.925,688.925,-270.341,-59.4191,-4.94121
128160,559.289,699.111,699.111,-272.369,-59.4862,-4.94887
128160,559.289,699.111,699.111,-272.369,-59.4862,-4.94887
128220,517.868,647.335,647.335,-296.961,-60.2989,-5.04175
128220,517.868,647.335,647.335,-296.961,-60.2989,-5.04175
128230,499.662,624.578,624.578,-300.93,-60.4301,-5.05674
128230,499.662,624.578,624.578,-300.93,-60.4301,-5.05674
128280,401.084,501.356,501.356,-321.552,-61.1116,-5.13462
128280,401.084,501.356,501.356,-321.552,-61.1116,-5.13462
128340,273.678,342.098,342.098,-346.143,-61.9243,-5.22749
128340,273.678,342.098,342.098,-346.143,-61.9243,-5.22749
128400,221.506,276.882,276.882,-370.734,-62.737,-5.32037
128400,221.506,276.882,276.882,-370.734,-62.737,-5.32037
128460,287.407,359.258,359.258,-395.326,-63.5497,-5.41324
128460,287.407,359.258,359.258,-395.326,-63.5497,-5.41324
128520,318.386,397.982,397.982,-419.917,-64.3624,-5.50611
128520,318.386,397.982,397.982,-419.917,-64.3624,-5.50611
128580,343.78,429.725,429.725,-444.508,-65.1752,-5.59898
128580,343.78,429.725,429.725,-444.508,-65.1752,-5.59898
128640,356.138,445.172,445.172,-469.099,-65.9879,-5.69186
128640,356.138,445.172,445.172,-469.099,-65.9879,-5.69186
128700,368.977,461.222,461.222,-493.691,-66.8006,-5.78473
128700,368.977,461.222,461.222,-493.691,-66.8006,-5.78473
128730,356.383,445.479,445.479,-483.886,-67.6222,-5.90455
128730,356.383,445.479,445.479,-483.886,-67.6222,-5.90455
128755,336.749,420.937,420.937,-475.48,-68.3265,-6.00729
128755,336.749,420.937,420.937,-475.48,-68.3265,-6.00729
128760,334.416,418.019,418.019,-473.843,-68.4637,-6.02729
128760,334.416,418.019,418.019,-473.843,-68.4637,-6.02729
128820,336.452,420.565,420.565,-453.995,-70.1269,-6.26986
128820,336.452,420.565,420.565,-453.995,-70.1269,-6.26986
128852,389.877,487.347,487.347,-443.397,-71.0149,-6.39937
128852,389.877,487.347,487.347,-443.397,-71.0149,-6.39937
128852,389.877,487.347,487.347,-443.397,-71.0149,-6.39937
128852,389.877,487.347,487.347,-443.397,-71.0149,-6.39937
128880,439.962,549.952,549.952,-434.147,-71.79,-6.51242
128880,439.962,549.952,549.952,-434.147,-71.79,-6.51242
128920,511.675,639.594,639.594,-421,-72.8916,-6.67309
128920,511.675,639.594,639.594,-421,-72.8916,-6.67309
128920,511.675,639.594,639.594,-421,-72.8916,-6.67309
128920,511.675,639.594,639.594,-421,-72.8916,-6.67309
128940,548.136,685.17,685.17,-414.299,-73.4532,-6.75498
128940,548.136,685.17,685.17,-414.299,-73.4532,-6.75498
129000,634.749,793.436,793.436,-394.451,-75.1163,-6.99755
129000,634.749,793.436,793.436,-394.451,-75.1163,-6.99755
129060,606.365,757.956,757.956,-374.603,-76.7795,-7.24011
129060,606.365,757.956,757.956,-374.603,-76.7795,-7.24011
129120,617.182,771.478,771.478,-354.755,-78.4426,-7.48267
129120,617.182,771.478,771.478,-354.755,-78.4426,-7.48267
129145,659.268,824.086,824.086,-346.429,-79.1403,-7.58443
129145,659.268,824.086,824.086,-346.429,-79.1403,-7.58443
129145,659.268,824.086,824.086,-346.429,-79.1403,-7.58443
129145,659.268,824.086,824.086,-346.429,-79.1403,-7.58443
129180,728.447,910.559,910.559,-334.907,-80.1058,-7.72524
129180,728.447,910.559,910.559,-334.907,-80.1058,-7.72524
129240,808.289,1010.36,1010.36,-315.059,-81.7689,-7.9678
129240,808.289,1010.36,1010.36,-315.059,-81.7689,-7.9678
129300,802.009,1002.51,1002.51,-295.211,-83.432,-8.21037
129300,802.009,1002.51,1002.51,-295.211,-83.432,-8.21037
129360,809.619,1012.02,1012.02,-275.363,-85.0952,-8.45293
129360,809.619,1012.02,1012.02,-275.363,-85.0952,-8.45293
129420,820.017,1025.02,1025.02,-255.515,-86.7583,-8.69549
129420,820.017,1025.02,1025.02,-255.515,-86.7583,-8.69549
129452,821.436,1026.8,1026.8,-244.918,-87.6463,-8.825
129452,821.436,1026.8,1026.8,-244.918,-87.6463,-8.825
129480,821.018,1026.27,1026.27,-235.667,-88.4215,-8.93806
129480,821.018,1026.27,1026.27,-235.667,-88.4215,-8.93806
129520,820.344,1025.43,1025.43,-222.52,-89.5231,-9.09872
129520,820.344,1025.43,1025.43,-222.52,-89.5231,-9.09872
129540,816.054,1020.07,1020.07,-215.819,-90.0846,-9.18062
129540,816.054,1020.07,1020.07,-215.819,-90.0846,-9.18062
129600,768.177,960.221,960.221,-195.971,-91.7478,-9.42318
129600,768.177,960.221,960.221,-195.971,-91.7478,-9.42318
129660,731.225,914.031,914.031,-194.621,-95.6212,-9.02722
129660,731.225,914.031,914.031,-194.621,-95.6212,-9.02722
129720,739.359,924.198,924.198,-193.271,-99.4947,-8.63127
129720,739.359,924.198,924.198,-193.271,-99.4947,-8.63127
129745,734.307,917.883,917.883,-192.704,-101.12,-8.46516
129745,734.307,917.883,917.883,-192.704,-101.12,-8.46516
129780,727.951,909.939,909.939,-191.92,-103.368,-8.23531
129780,727.951,909.939,909.939,-191.92,-103.368,-8.23531
129840,755.583,944.479,944.479,-190.57,-107.242,-7.83935
129840,755.583,944.479,944.479,-190.57,-107.242,-7.83935
129900,752.425,940.532,940.532,-189.22,-111.115,-7.4434
129900,752.425,940.532,940.532,-189.22,-111.115,-7.4434
129960,602.496,753.12,753.12,-187.87,-114.989,-7.04744
129960,602.496,753.12,753.12,-187.87,-114.989,-7.04744
130020,573.078,716.348,716.348,-186.519,-118.862,-6.65148
130020,573.078,716.348,716.348,-186.519,-118.862,-6.65148
130052,583.743,729.679,729.679,-185.798,-120.93,-6.44007
130052,583.743,729.679,729.679,-185.798,-120.93,-6.44007
130080,577.025,721.281,721.281,-185.169,-122.735,-6.25552
130080,577.025,721.281,721.281,-185.169,-122.735,-6.25552
130120,527.041,658.801,658.801,-184.275,-125.301,-5.99326
130120,527.041,658.801,658.801,-184.275,-125.301,-5.99326
130140,500.98,626.224,626.224,-183.819,-126.609,-5.85957
130140,500.98,626.224,626.224,-183.819,-126.609,-5.85957
130200,423.195,528.994,528.994,-182.469,-130.482,-5.46361
130200,423.195,528.994,528.994,-182.469,-130.482,-5.46361
130260,503.668,629.585,629.585,-181.118,-134.356,-5.06765
130260,503.668,629.585,629.585,-181.118,-134.356,-5.06765
130320,632.227,790.284,790.284,-179.768,-138.229,-4.67169
130320,632.227,790.284,790.284,-179.768,-138.229,-4.67169
130325,637.668,797.085,797.085,-179.663,-138.531,-4.64086
130325,637.668,797.085,797.085,-179.663,-138.531,-4.64086
130325,637.668,797.085,797.085,-179.663,-138.531,-4.64086
130325,637.668,797.085,797.085,-179.663,-138.531,-4.64086
130345,652.414,815.517,815.517,-179.202,-139.854,-4.50559
130345,652.414,815.517,815.517,-179.202,-139.854,-4.50559
130380,653.701,817.126,817.126,-178.418,-142.103,-4.27574
130380,653.701,817.126,817.126,-178.418,-142.103,-4.27574
130440,626.304,782.88,782.88,-177.068,-145.976,-3.87978
130440,626.304,782.88,782.88,-177.068,-145.976,-3.87978
130500,642.492,803.115,803.115,-175.717,-149.85,-3.48382
130500,642.492,803.115,803.115,-175.717,-149.85,-3.48382
130560,634.229,792.786,792.786,-179.178,-154.93,-3.55113
130560,634.229,792.786,792.786,-179.178,-154.93,-3.55113
130620,607.889,759.861,759.861,-182.639,-160.011,-3.61845
130620,607.889,759.861,759.861,-182.639,-160.011,-3.61845
130680,717.212,896.515,896.515,-186.1,-165.092,-3.68576
130680,717.212,896.515,896.515,-186.1,-165.092,-3.68576
130697,734.378,917.972,917.972,-187.105,-166.567,-3.7053
130697,734.378,917.972,917.972,-187.105,-166.567,-3.7053
130697,734.378,917.972,917.972,-187.105,-166.567,-3.7053
130697,734.378,917.972,917.972,-187.105,-166.567,-3.7053
130720,750.38,937.975,937.975,-188.392,-168.457,-3.73034
130720,750.38,937.975,937.975,-188.392,-168.457,-3.73034
130740,754.88,943.601,943.601,-189.561,-170.172,-3.75307
130740,754.88,943.601,943.601,-189.561,-170.172,-3.75307
130800,719.208,899.01,899.01,-193.022,-175.253,-3.82038
130800,719.208,899.01,899.01,-193.022,-175.253,-3.82038
130860,631.998,789.997,789.997,-196.483,-180.334,-3.88769
130860,631.998,789.997,789.997,-196.483,-180.334,-3.88769
130920,536.03,670.038,670.038,-199.944,-185.414,-3.95501
130920,536.03,670.038,670.038,-199.944,-185.414,-3.95501
130925,530.549,663.186,663.186,-200.213,-185.81,-3.96025
130925,530.549,663.186,663.186,-200.213,-185.81,-3.96025
130980,516.939,646.174,646.174,-203.405,-190.495,-4.02232
130980,516.939,646.174,646.174,-203.405,-190.495,-4.02232
131040,458.564,573.205,573.205,-206.865,-195.576,-4.08963
131040,458.564,573.205,573.205,-206.865,-195.576,-4.08963
131100,376.659,470.824,470.824,-210.326,-200.656,-4.15694
131100,376.659,470.824,470.824,-210.326,-200.656,-4.15694
131160,352.935,441.169,441.169,-213.787,-205.737,-4.22425
131160,352.935,441.169,441.169,-213.787,-205.737,-4.22425
131220,312.364,390.455,390.455,-217.248,-210.818,-4.29157
131220,312.364,390.455,390.455,-217.248,-210.818,-4.29157
131280,305.246,381.558,381.558,-220.709,-215.898,-4.35888
131280,305.246,381.558,381.558,-220.709,-215.898,-4.35888
131297,311.119,388.899,388.899,-221.714,-217.374,-4.37842
131297,311.119,388.899,388.899,-221.714,-217.374,-4.37842
131320,323.999,404.998,404.998,-223.001,-219.264,-4.40346
131320,323.999,404.998,404.998,-223.001,-219.264,-4.40346
131340,340.965,426.207,426.207,-224.17,-220.979,-4.42619
131340,340.965,426.207,426.207,-224.17,-220.979,-4.42619
131400,411.174,513.968,513.968,-227.631,-226.06,-4.4935
131400,411.174,513.968,513.968,-227.631,-226.06,-4.4935
131433,465.883,582.353,582.353,-224.501,-220.667,-5.22569
131433,465.883,582.353,582.353,-224.501,-220.667,-5.22569
131433,465.883,582.353,582.353,-224.501,-220.667,-5.22569
131433,465.883,582.353,582.353,-224.501,-220.667,-5.22569
131460,505.583,631.978,631.978,-222.016,-216.385,-5.80696
131460,505.583,631.978,631.978,-222.016,-216.385,-5.80696
131520,546.849,683.561,683.561,-216.401,-206.71,-7.12041
131520,546.849,683.561,683.561,-216.401,-206.71,-7.12041
131580,564.293,705.366,705.366,-210.786,-197.036,-8.43387
131580,564.293,705.366,705.366,-210.786,-197.036,-8.43387
131640,509.238,636.547,636.547,-205.171,-187.361,-9.74733
131640,509.238,636.547,636.547,-205.171,-187.361,-9.74733
131700,350.81,438.513,438.513,-199.556,-177.686,-11.0608
131700,350.81,438.513,438.513,-199.556,-177.686,-11.0608
131760,246.027,307.534,307.534,-193.941,-168.011,-12.3742
131760,246.027,307.534,307.534,-193.941,-168.011,-12.3742
131820,229.531,286.913,286.913,-188.326,-158.337,-13.6877
131820,229.531,286.913,286.913,-188.326,-158.337,-13.6877
131880,250.472,313.09,313.09,-182.711,-148.662,-15.0012
131880,250.472,313.09,313.09,-182.711,-148.662,-15.0012
131940,253.156,316.445,316.445,-177.096,-138.987,-16.3146
131940,253.156,316.445,316.445,-177.096,-138.987,-16.3146
132000,249.308,311.635,311.635,-171.481,-129.312,-17.6281
132000,249.308,311.635,311.635,-171.481,-129.312,-17.6281
132033,279.564,349.455,349.455,-168.351,-123.919,-18.3603
132033,279.564,349.455,349.455,-168.351,-123.919,-18.3603
132060,320.203,400.253,400.253,-165.866,-119.638,-18.9415
132060,320.203,400.253,400.253,-165.866,-119.638,-18.9415
132120,430.943,538.679,538.679,-160.251,-109.963,-20.255
132120,430.943,538.679,538.679,-160.251,-109.963,-20.255
132180,434.695,543.369,543.369,-154.636,-100.288,-21.5684
132180,434.695,543.369,543.369,-154.636,-100.288,-21.5684
132240,327.233,409.041,409.041,-149.021,-90.6136,-22.8819
132240,327.233,409.041,409.041,-149.021,-90.6136,-22.8819
132300,318.155,397.694,397.694,-143.406,-80.9389,-24.1954
132300,318.155,397.694,397.694,-143.406,-80.9389,-24.1954
132347,458.296,572.87,572.87,-143.659,-86.4008,-24.2641
132347,458.296,572.87,572.87,-143.659,-86.4008,-24.2641
132347,458.296,572.87,572.87,-143.659,-86.4008,-24.2641
132347,458.296,572.87,572.87,-143.659,-86.4008,-24.2641
132360,487.187,608.984,608.984,-143.729,-87.9168,-24.2832
132360,487.187,608.984,608.984,-143.729,-87.9168,-24.2832
132420,486.884,608.605,608.605,-144.052,-94.8947,-24.3711
132420,486.884,608.605,608.605,-144.052,-94.8947,-24.3711
132480,329.928,412.41,412.41,-144.375,-101.873,-24.459
132480,329.928,412.41,412.41,-144.375,-101.873,-24.459
132540,300.575,375.718,375.718,-144.698,-108.85,-24.5469
132540,300.575,375.718,375.718,-144.698,-108.85,-24.5469
132600,253.528,316.91,316.91,-145.021,-115.828,-24.6348
132600,253.528,316.91,316.91,-145.021,-115.828,-24.6348
132660,175.85,219.813,219.813,-145.344,-122.806,-24.7227
132660,175.85,219.813,219.813,-145.344,-122.806,-24.7227
132720,113.743,142.179,142.179,-145.667,-129.784,-24.8106
132720,113.743,142.179,142.179,-145.667,-129.784,-24.8106
132780,80.7079,100.885,100.885,-145.99,-136.762,-24.8985
132780,80.7079,100.885,100.885,-145.99,-136.762,-24.8985
132840,92.2445,115.306,115.306,-146.312,-143.74,-24.9864
132840,92.2445,115.306,115.306,-146.312,-143.74,-24.9864
132900,99.824,124.78,124.78,-146.635,-150.718,-25.0743
132900,99.824,124.78,124.78,-146.635,-150.718,-25.0743
132947,77.444,96.805,96.805,-146.888,-156.18,-25.1431
132947,77.444,96.805,96.805,-146.888,-156.18,-25.1431
132960,70.8016,88.5019,88.5019,-146.958,-157.696,-25.1622
132960,70.8016,88.5019,88.5019,-146.958,-157.696,-25.1622
133020,48.7982,60.9978,60.9978,-147.281,-164.674,-25.2501
133020,48.7982,60.9978,60.9978,-147.281,-164.674,-25.2501
133080,55.0525,68.8157,68.8157,-147.604,-171.652,-25.338
133080,55.0525,68.8157,68.8157,-147.604,-171.652,-25.338
133140,48.7886,60.9857,60.9857,-147.927,-178.629,-25.4259
133140,48.7886,60.9857,60.9857,-147.927,-178.629,-25.4259
133200,36.3815,45.4768,45.4768,-148.25,-185.607,-25.5138
133200,36.3815,45.4768,45.4768,-148.25,-185.607,-25.5138
133260,36.3815,45.4768,45.4768,-143.184,-175.595,-25.4788
133260,36.3815,45.4768,45.4768,-143.184,-175.595,-25.4788
133320,36.3815,45.4768,45.4768,-138.118,-165.583,-25.4439
133320,36.3815,45.4768,45.4768,-138.118,-165.583,-25.4439
133380,36.3815,45.4768,45.4768,-133.051,-155.57,-25.409
133380,36.3815,45.4768,45.4768,-133.051,-155.57,-25.409
133440,36.3815,45.4768,45.4768,-127.985,-145.558,-25.3741
133440,36.3815,45.4768,45.4768,-127.985,-145.558,-25.3741
133500,36.3815,45.4768,45.4768,-122.919,-135.546,-25.3392
133500,36.3815,45.4768,45.4768,-122.919,-135.546,-25.3392
133560,36.3742,45.4677,45.4677,-117.853,-125.533,-25.3042
133560,36.3742,45.4677,45.4677,-117.853,-125.533,-25.3042
133620,36.3674,45.4592,45.4592,-112.787,-115.521,-25.2693
133620,36.3674,45.4592,45.4592,-112.787,-115.521,-25.2693
133680,36.3674,45.4592,45.4592,-107.721,-105.509,-25.2344
133680,36.3674,45.4592,45.4592,-107.721,-105.509,-25.2344
133740,36.3674,45.4592,45.4592,-102.655,-95.4963,-25.1995
133740,36.3674,45.4592,45.4592,-102.655,-95.4963,-25.1995
133800,36.3674,45.4592,45.4592,-97.5889,-85.4839,-25.1646
133800,36.3674,45.4592,45.4592,-97.5889,-85.4839,-25.1646
133860,36.3674,45.4592,45.4592,-92.5228,-75.4716,-25.1296
133860,36.3674,45.4592,45.4592,-92.5228,-75.4716,-25.1296
133920,36.3674,45.4592,45.4592,-87.4567,-65.4592,-25.0947
133920,36.3674,45.4592,45.4592,-87.4567,-65.4592,-25.0947
133980,36.3601,45.4501,45.4501,-82.3907,-55.4469,-25.0598
133980,36.3601,45.4501,45.4501,-82.3907,-55.4469,-25.0598
134040,36.3533,45.4416,45.4416,-77.3246,-45.4346,-25.0249
134040,36.3533,45.4416,45.4416,-77.3246,-45.4346,-25.0249
134100,36.3533,45.4416,45.4416,-72.2585,-35.4222,-24.99
134100,36.3533,45.4416,45.4416,-72.2585,-35.4222,-24.99
134160,36.3533,45.4416,45.4416,-72.0135,-35.6646,-25.3195
134160,36.3533,45.4416,45.4416,-72.0135,-35.6646,-25.3195
134220,36.3533,45.4416,45.4416,-71.7685,-35.907,-25.6491
134220,36.3533,45.4416,45.4416,-71.7685,-35.907,-25.6491
134280,36.3533,45.4416,45.4416,-71.5235,-36.1494,-25.9787
134280,36.3533,45.4416,45.4416,-71.5235,-36.1494,-25.9787
134340,43.3027,54.1283,54.1283,-71.2785,-36.3918,-26.3082
134340,43.3027,54.1283,54.1283,-71.2785,-36.3918,-26.3082
134400,94.0415,117.552,117.552,-71.0335,-36.6342,-26.6378
134400,94.0415,117.552,117.552,-71.0335,-36.6342,-26.6378
134460,132.393,165.492,165.492,-70.7885,-36.8766,-26.9674
134460,132.393,165.492,165.492,-70.7885,-36.8766,-26.9674
134520,163.152,203.94,203.94,-70.5435,-37.119,-27.2969
134520,163.152,203.94,203.94,-70.5435,-37.119,-27.2969
134580,234.041,292.551,292.551,-70.2985,-37.3613,-27.6265
134580,234.041,292.551,292.551,-70.2985,-37.3613,-27.6265
134640,296.865,371.082,371.082,-70.0536,-37.6037,-27.9561
134640,296.865,371.082,371.082,-70.0536,-37.6037,-27.9561
134700,291.827,364.784,364.784,-69.8086,-37.8461,-28.2856
134700,291.827,364.784,364.784,-69.8086,-37.8461,-28.2856
134760,307.895,384.868,384.868,-69.5636,-38.0885,-28.6152
134760,307.895,384.868,384.868,-69.5636,-38.0885,-28.6152
134812,369.318,461.647,461.647,-69.3494,-38.3004,-28.9033
134812,369.318,461.647,461.647,-69.3494,-38.3004,-28.9033
134812,369.318,461.647,461.647,-69.3494,-38.3004,-28.9033
134812,369.318,461.647,461.647,-69.3494,-38.3004,-28.9033
134820,377.063,471.329,471.329,-69.3186,-38.3309,-28.9448
134820,377.063,471.329,471.329,-69.3186,-38.3309,-28.9448
134880,411.927,514.909,514.909,-69.0736,-38.5733,-29.2743
134880,411.927,514.909,514.909,-69.0736,-38.5733,-29.2743
134940,376.498,470.622,470.622,-68.8286,-38.8157,-29.6039
134940,376.498,470.622,470.622,-68.8286,-38.8157,-29.6039
135000,324.951,406.189,406.189,-68.5836,-39.0581,-29.9335
135000,324.951,406.189,406.189,-68.5836,-39.0581,-29.9335
135060,316.533,395.666,395.666,-73.9221,-38.4418,-41.5515
135060,316.533,395.666,395.666,-73.9221,-38.4418,-41.5515
135120,323.156,403.945,403.945,-79.2606,-37.8256,-53.1695
135120,323.156,403.945,403.945,-79.2606,-37.8256,-53.1695
135180,282.856,353.57,353.57,-84.5991,-37.2094,-64.7875
135180,282.856,353.57,353.57,-84.5991,-37.2094,-64.7875
135240,306.268,382.836,382.836,-89.9375,-36.5932,-76.4055
135240,306.268,382.836,382.836,-89.9375,-36.5932,-76.4055
135300,442.781,553.476,553.476,-95.276,-35.9769,-88.0236
135300,442.781,553.476,553.476,-95.276,-35.9769,-88.0236
135324,488.271,610.339,610.339,-97.3694,-35.7353,-92.5793
135324,488.271,610.339,610.339,-97.3694,-35.7353,-92.5793
135324,488.271,610.339,610.339,-97.3694,-35.7353,-92.5793
135324,488.271,610.339,610.339,-97.3694,-35.7353,-92.5793
135360,528.396,660.495,660.495,-100.615,-35.3607,-99.6416
135360,528.396,660.495,660.495,-100.615,-35.3607,-99.6416
135412,493.151,616.438,616.438,-105.281,-34.8221,-109.797
135412,493.151,616.438,616.438,-105.281,-34.8221,-109.797
135420,489.911,612.389,612.389,-105.953,-34.7445,-111.26
135420,489.911,612.389,612.389,-105.953,-34.7445,-111.26
135480,473.777,592.222,592.222,-111.291,-34.1282,-122.878
135480,473.777,592.222,592.222,-111.291,-34.1282,-122.878
135540,456.538,570.673,570.673,-116.63,-33.512,-134.496
135540,456.538,570.673,570.673,-116.63,-33.512,-134.496
135600,442.881,553.602,553.602,-121.968,-32.8958,-146.114
135600,442.881,553.602,553.602,-121.968,-32.8958,-146.114
135660,477.113,596.391,596.391,-127.307,-32.2795,-157.732
135660,477.113,596.391,596.391,-127.307,-32.2795,-157.732
135720,496.303,620.379,620.379,-132.645,-31.6633,-169.35
135720,496.303,620.379,620.379,-132.645,-31.6633,-169.35
135780,554.84,693.549,693.549,-137.984,-31.0471,-180.968
135780,554.84,693.549,693.549,-137.984,-31.0471,-180.968
135840,614.996,768.745,768.745,-143.322,-30.4309,-192.586
135840,614.996,768.745,768.745,-143.322,-30.4309,-192.586
135900,535.165,668.957,668.957,-148.661,-29.8146,-204.204
135900,535.165,668.957,668.957,-148.661,-29.8146,-204.204
135924,518.813,648.516,648.516,-145.348,-37.4229,-200.581
135924,518.813,648.516,648.516,-145.348,-37.4229,-200.581
135960,525.634,657.042,657.042,-140.211,-49.2173,-194.966
135960,525.634,657.042,657.042,-140.211,-49.2173,-194.966
135968,537.733,672.167,672.167,-139.022,-51.9477,-193.665
135968,537.733,672.167,672.167,-139.022,-51.9477,-193.665
135968,537.733,672.167,672.167,-139.022,-51.9477,-193.665
135968,537.733,672.167,672.167,-139.022,-51.9477,-193.665
136012,621.952,777.439,777.439,-132.826,-66.1766,-186.891
136012,621.952,777.439,777.439,-132.826,-66.1766,-186.891
136017,629.166,786.458,786.458,-132.245,-67.5096,-186.256
136017,629.166,786.458,786.458,-132.245,-67.5096,-186.256
136020,634.791,793.488,793.488,-131.762,-68.6199,-185.727
136020,634.791,793.488,793.488,-131.762,-68.6199,-185.727
136080,716.04,895.049,895.049,-123.312,-88.0225,-176.489
136080,716.04,895.049,895.049,-123.312,-88.0225,-176.489
136140,684.022,855.027,855.027,-114.862,-107.425,-167.251
136140,684.022,855.027,855.027,-114.862,-107.425,-167.251
136200,593.235,741.544,741.544,-106.413,-126.828,-158.013
136200,593.235,741.544,741.544,-106.413,-126.828,-158.013
136260,539.127,673.908,673.908,-97.963,-146.23,-148.774
136260,539.127,673.908,673.908,-97.963,-146.23,-148.774
136320,530.715,663.394,663.394,-89.5133,-165.633,-139.536
136320,530.715,663.394,663.394,-89.5133,-165.633,-139.536
136380,519.873,649.841,649.841,-81.0637,-185.036,-130.298
136380,519.873,649.841,649.841,-81.0637,-185.036,-130.298
136440,465.005,581.256,581.256,-72.614,-204.438,-121.06
136440,465.005,581.256,581.256,-72.614,-204.438,-121.06
136500,478.988,598.736,598.736,-64.1644,-223.841,-111.821
136500,478.988,598.736,598.736,-64.1644,-223.841,-111.821
136560,549.945,687.431,687.431,-55.7147,-243.244,-102.583
136560,549.945,687.431,687.431,-55.7147,-243.244,-102.583
136568,556.857,696.071,696.071,-54.5256,-245.974,-101.283
136568,556.857,696.071,696.071,-54.5256,-245.974,-101.283
136612,572.371,715.464,715.464,-48.3291,-260.203,-94.5081
136612,572.371,715.464,715.464,-48.3291,-260.203,-94.5081
136617,571.07,713.837,713.837,-47.7486,-261.536,-93.8734
136617,571.07,713.837,713.837,-47.7486,-261.536,-93.8734
136620,569.507,711.884,711.884,-47.2651,-262.646,-93.3448
136620,569.507,711.884,711.884,-47.2651,-262.646,-93.3448
136680,497.329,621.661,621.661,-38.8154,-282.049,-84.1065
136680,497.329,621.661,621.661,-38.8154,-282.049,-84.1065
136740,466.568,583.21,583.21,-30.3658,-301.452,-74.8683
136740,466.568,583.21,583.21,-30.3658,-301.452,-74.8683
136800,477.234,596.542,596.542,-21.9161,-320.854,-65.63
136800,477.234,596.542,596.542,-21.9161,-320.854,-65.63
136860,503.665,629.581,629.581,-20.7879,-306.398,-63.5631
136860,503.665,629.581,629.581,-20.7879,-306.398,-63.5631
136920,514.76,643.45,643.45,-19.6597,-291.941,-61.4961
136920,514.76,643.45,643.45,-19.6597,-291.941,-61.4961
136980,465.826,582.282,582.282,-18.5316,-277.484,-59.4292
136980,465.826,582.282,582.282,-18.5316,-277.484,-59.4292
137040,502.565,628.207,628.207,-17.4034,-263.028,-57.3622
137040,502.565,628.207,628.207,-17.4034,-263.028,-57.3622
137100,448.84,561.05,561.05,-16.2752,-248.571,-55.2953
137100,448.84,561.05,561.05,-16.2752,-248.571,-55.2953
137160,296.31,370.388,370.388,-15.147,-234.114,-53.2283
137160,296.31,370.388,370.388,-15.147,-234.114,-53.2283
137212,264.882,331.102,331.102,-14.1608,-221.478,-51.4216
137212,264.882,331.102,331.102,-14.1608,-221.478,-51.4216
137217,266.999,333.748,333.748,-14.0833,-220.485,-51.2796
137217,266.999,333.748,333.748,-14.0833,-220.485,-51.2796
137220,269.335,336.668,336.668,-14.0188,-219.658,-51.1614
137220,269.335,336.668,336.668,-14.0188,-219.658,-51.1614
137280,344.277,430.347,430.347,-12.8906,-205.201,-49.0944
137280,344.277,430.347,430.347,-12.8906,-205.201,-49.0944
137320,379.809,474.761,474.761,-12.1393,-195.575,-47.7181
137320,379.809,474.761,474.761,-12.1393,-195.575,-47.7181
137320,379.809,474.761,474.761,-12.1393,-195.575,-47.7181
137320,379.809,474.761,474.761,-12.1393,-195.575,-47.7181
137340,368.043,460.053,460.053,-11.7624,-190.745,-47.0275
137340,368.043,460.053,460.053,-11.7624,-190.745,-47.0275
137400,268.231,335.288,335.288,-10.6342,-176.288,-44.9605
137400,268.231,335.288,335.288,-10.6342,-176.288,-44.9605
137460,170.411,213.013,213.013,-9.50598,-161.831,-42.8936
137460,170.411,213.013,213.013,-9.50598,-161.831,-42.8936
137520,119.819,149.774,149.774,-8.37779,-147.375,-40.8266
137520,119.819,149.774,149.774,-8.37779,-147.375,-40.8266
137580,120.617,150.771,150.771,-7.24959,-132.918,-38.7597
137580,120.617,150.771,150.771,-7.24959,-132.918,-38.7597
137640,139.94,174.925,174.925,-6.12139,-118.461,-36.6927
137640,139.94,174.925,174.925,-6.12139,-118.461,-36.6927
137700,163.783,204.729,204.729,-4.9932,-104.005,-34.6258
137700,163.783,204.729,204.729,-4.9932,-104.005,-34.6258
137760,239.569,299.461,299.461,-4.95044,-106.194,-42.7992
137760,239.569,299.461,299.461,-4.95044,-106.194,-42.7992
