Time,dataSeries.pv[1],dataSeries.pv[2],dataSeries.pv[3],dataSeries.bldg[1],dataSeries.bldg[2],dataSeries.bldg[3]
239760,-0,-0,-0,-5.47309,-224.174,-116.402
239820,-0,-0,-0,-5.29511,-237.805,-135.34
239820,-0,-0,-0,-5.29511,-237.805,-135.34
239880,-0,-0,-0,-5.11712,-251.436,-154.278
239880,-0,-0,-0,-5.11712,-251.436,-154.278
239940,-0,-0,-0,-4.93913,-265.067,-173.215
239940,-0,-0,-0,-4.93913,-265.067,-173.215
240000,-0,-0,-0,-4.76114,-278.698,-192.153
240000,-0,-0,-0,-4.76114,-278.698,-192.153
240060,-0,-0,-0,-4.58316,-292.329,-211.091
240060,-0,-0,-0,-4.58316,-292.329,-211.091
240120,-0,-0,-0,-4.40517,-305.96,-230.028
240120,-0,-0,-0,-4.40517,-305.96,-230.028
240180,-0,-0,-0,-4.22718,-319.59,-248.966
240180,-0,-0,-0,-4.22718,-319.59,-248.966
240240,-0,-0,-0,-4.04919,-333.221,-267.904
240240,-0,-0,-0,-4.04919,-333.221,-267.904
240300,-0,-0,-0,-3.87121,-346.852,-286.841
240300,-0,-0,-0,-3.87121,-346.852,-286.841
240360,-0,-0,-0,-4.11437,-349.787,-280.308
240360,-0,-0,-0,-4.11437,-349.787,-280.308
240420,-0,-0,-0,-4.35754,-352.721,-273.774
240420,-0,-0,-0,-4.35754,-352.721,-273.774
240480,-0,-0,-0,-4.60071,-355.655,-267.24
240480,-0,-0,-0,-4.60071,-355.655,-267.24
240540,-0,-0,-0,-4.84388,-358.59,-260.706
240540,-0,-0,-0,-4.84388,-358.59,-260.706
240600,-0,-0,-0,-5.08704,-361.524,-254.173
240600,-0,-0,-0,-5.08704,-361.524,-254.173
240660,-0,-0,-0,-5.33021,-364.458,-247.639
240660,-0,-0,-0,-5.33021,-364.458,-247.639
240720,-0,-0,-0,-5.57338,-367.392,-241.105
240720,-0,-0,-0,-5.57338,-367.392,-241.105
240780,-0,-0,-0,-5.81655,-370.327,-234.571
240780,-0,-0,-0,-5.81655,-370.327,-234.571
240840,-0,-0,-0,-6.05972,-373.261,-228.038
240840,-0,-0,-0,-6.05972,-373.261,-228.038
240900,-0,-0,-0,-6.30288,-376.195,-221.504
240900,-0,-0,-0,-6.30288,-376.195,-221.504
240960,-0,-0,-0,-6.54605,-379.13,-214.97
240960,-0,-0,-0,-6.54605,-379.13,-214.97
241020,-0,-0,-0,-6.78922,-382.064,-208.436
241020,-0,-0,-0,-6.78922,-382.064,-208.436
241080,-0,-0,-0,-7.03239,-384.998,-201.903
241080,-0,-0,-0,-7.03239,-384.998,-201.903
241140,-0,-0,-0,-7.27556,-387.933,-195.369
241140,-0,-0,-0,-7.27556,-387.933,-195.369
241200,-0,-0,-0,-7.51872,-390.867,-188.835
241200,-0,-0,-0,-7.51872,-390.867,-188.835
241260,-0,-0,-0,-7.60338,-388.069,-189.611
241260,-0,-0,-0,-7.60338,-388.069,-189.611
241320,-0,-0,-0,-7.68804,-385.271,-190.387
241320,-0,-0,-0,-7.68804,-385.271,-190.387
241380,-0,-0,-0,-7.7727,-382.473,-191.162
241380,-0,-0,-0,-7.7727,-382.473,-191.162
241440,-0,-0,-0,-7.85736,-379.675,-191.938
241440,-0,-0,-0,-7.85736,-379.675,-191.938
241500,-0,-0,-0,-7.94202,-376.877,-192.714
241500,-0,-0,-0,-7.94202,-376.877,-192.714
241560,-0,-0,-0,-8.02667,-374.079,-193.49
241560,-0,-0,-0,-8.02667,-374.079,-193.49
241620,-0,-0,-0,-8.11133,-371.282,-194.265
241620,-0,-0,-0,-8.11133,-371.282,-194.265
241680,-0,-0,-0,-8.19599,-368.484,-195.041
241680,-0,-0,-0,-8.19599,-368.484,-195.041
241740,-0,-0,-0,-8.28065,-365.686,-195.817
241740,-0,-0,-0,-8.28065,-365.686,-195.817
241800,-0,-0,-0,-8.36531,-362.888,-196.592
241800,-0,-0,-0,-8.36531,-362.888,-196.592
241860,-0,-0,-0,-8.44997,-360.09,-197.368
241860,-0,-0,-0,-8.44997,-360.09,-197.368
241920,-0,-0,-0,-8.53463,-357.292,-198.144
241920,-0,-0,-0,-8.53463,-357.292,-198.144
241980,-0,-0,-0,-8.61928,-354.494,-198.92
241980,-0,-0,-0,-8.61928,-354.494,-198.92
242040,-0,-0,-0,-8.70394,-351.696,-199.695
242040,-0,-0,-0,-8.70394,-351.696,-199.695
242100,-0,-0,-0,-8.7886,-348.898,-200.471
242100,-0,-0,-0,-8.7886,-348.898,-200.471
242160,-0,-0,-0,-8.51475,-340.135,-203.664
242160,-0,-0,-0,-8.51475,-340.135,-203.664
242220,-0,-0,-0,-8.2409,-331.371,-206.858
242220,-0,-0,-0,-8.2409,-331.371,-206.858
242280,-0,-0,-0,-7.96705,-322.608,-210.051
242280,-0,-0,-0,-7.96705,-322.608,-210.051
242340,-0,-0,-0,-7.6932,-313.844,-213.245
242340,-0,-0,-0,-7.6932,-313.844,-213.245
242400,-0,-0,-0,-7.41935,-305.081,-216.438
242400,-0,-0,-0,-7.41935,-305.081,-216.438
242460,-0,-0,-0,-7.1455,-296.317,-219.632
242460,-0,-0,-0,-7.1455,-296.317,-219.632
242520,-0,-0,-0,-6.87165,-287.554,-222.825
242520,-0,-0,-0,-6.87165,-287.554,-222.825
242580,-0,-0,-0,-6.5978,-278.791,-226.018
242580,-0,-0,-0,-6.5978,-278.791,-226.018
242640,-0,-0,-0,-6.32395,-270.027,-229.212
242640,-0,-0,-0,-6.32395,-270.027,-229.212
242700,-0,-0,-0,-6.0501,-261.264,-232.405
242700,-0,-0,-0,-6.0501,-261.264,-232.405
242760,-0,-0,-0,-5.77625,-252.5,-235.599
242760,-0,-0,-0,-5.77625,-252.5,-235.599
242820,-0,-0,-0,-5.5024,-243.737,-238.792
242820,-0,-0,-0,-5.5024,-243.737,-238.792
242880,-0,-0,-0,-5.22855,-234.973,-241.985
242880,-0,-0,-0,-5.22855,-234.973,-241.985
242940,-0,-0,-0,-4.9547,-226.21,-245.179
242940,-0,-0,-0,-4.9547,-226.21,-245.179
243000,-0,-0,-0,-4.68085,-217.446,-248.372
243000,-0,-0,-0,-4.68085,-217.446,-248.372
243060,-0,-0,-0,-4.77004,-214.6,-245.603
243060,-0,-0,-0,-4.77004,-214.6,-245.603
243120,-0,-0,-0,-4.85923,-211.754,-242.833
243120,-0,-0,-0,-4.85923,-211.754,-242.833
243180,-0,-0,-0,-4.94842,-208.908,-240.064
243180,-0,-0,-0,-4.94842,-208.908,-240.064
243240,-0,-0,-0,-5.03761,-206.062,-237.295
243240,-0,-0,-0,-5.03761,-206.062,-237.295
243300,-0,-0,-0,-5.1268,-203.216,-234.525
243300,-0,-0,-0,-5.1268,-203.216,-234.525
243360,-0,-0,-0,-5.21599,-200.37,-231.756
243360,-0,-0,-0,-5.21599,-200.37,-231.756
243420,-0,-0,-0,-5.30518,-197.524,-228.987
243420,-0,-0,-0,-5.30518,-197.524,-228.987
243480,-0,-0,-0,-5.39437,-194.678,-226.217
243480,-0,-0,-0,-5.39437,-194.678,-226.217
243540,-0,-0,-0,-5.48356,-191.832,-223.448
243540,-0,-0,-0,-5.48356,-191.832,-223.448
243600,-0,-0,-0,-5.57275,-188.986,-220.679
243600,-0,-0,-0,-5.57275,-188.986,-220.679
243660,-0,-0,-0,-5.66194,-186.14,-217.909
243660,-0,-0,-0,-5.66194,-186.14,-217.909
243720,-0,-0,-0,-5.75114,-183.294,-215.14
243720,-0,-0,-0,-5.75114,-183.294,-215.14
243780,-0,-0,-0,-5.84033,-180.448,-212.371
243780,-0,-0,-0,-5.84033,-180.448,-212.371
243840,-0,-0,-0,-5.92952,-177.602,-209.601
243840,-0,-0,-0,-5.92952,-177.602,-209.601
243900,-0,-0,-0,-6.01871,-174.756,-206.832
243900,-0,-0,-0,-6.01871,-174.756,-206.832
243960,-0,-0,-0,-6.00831,-174.132,-203.122
243960,-0,-0,-0,-6.00831,-174.132,-203.122
244020,-0,-0,-0,-5.99791,-173.509,-199.412
244020,-0,-0,-0,-5.99791,-173.509,-199.412
244080,-0,-0,-0,-5.98752,-172.885,-195.702
244080,-0,-0,-0,-5.98752,-172.885,-195.702
244140,-0,-0,-0,-5.97712,-172.262,-191.992
244140,-0,-0,-0,-5.97712,-172.262,-191.992
244200,-0,-0,-0,-5.96672,-171.638,-188.282
244200,-0,-0,-0,-5.96672,-171.638,-188.282
244260,5.60519e-45,7.00649e-45,7.00649e-45,-5.95633,-171.015,-184.573
244260,5.60519e-45,7.00649e-45,7.00649e-45,-5.95633,-171.015,-184.573
244320,5.60519e-45,7.00649e-45,7.00649e-45,-5.94593,-170.391,-180.863
244320,5.60519e-45,7.00649e-45,7.00649e-45,-5.94593,-170.391,-180.863
244380,5.60519e-45,7.00649e-45,7.00649e-45,-5.93553,-169.768,-177.153
244380,5.60519e-45,7.00649e-45,7.00649e-45,-5.93553,-169.768,-177.153
244440,5.60519e-45,7.00649e-45,7.00649e-45,-5.92514,-169.144,-173.443
244440,5.60519e-45,7.00649e-45,7.00649e-45,-5.92514,-169.144,-173.443
244500,5.60519e-45,7.00649e-45,7.00649e-45,-5.91474,-168.52,-169.733
244500,5.60519e-45,7.00649e-45,7.00649e-45,-5.91474,-168.52,-169.733
244560,5.60519e-45,7.00649e-45,7.00649e-45,-5.90434,-167.897,-166.023
244560,5.60519e-45,7.00649e-45,7.00649e-45,-5.90434,-167.897,-166.023
244620,5.60519e-45,7.00649e-45,7.00649e-45,-5.89394,-167.273,-162.313
244620,5.60519e-45,7.00649e-45,7.00649e-45,-5.89394,-167.273,-162.313
244680,5.60519e-45,7.00649e-45,7.00649e-45,-5.88355,-166.65,-158.603
244680,5.60519e-45,7.00649e-45,7.00649e-45,-5.88355,-166.65,-158.603
244740,5.60519e-45,7.00649e-45,7.00649e-45,-5.87315,-166.026,-154.893
244740,5.60519e-45,7.00649e-45,7.00649e-45,-5.87315,-166.026,-154.893
244800,5.60519e-45,7.00649e-45,7.00649e-45,-5.86275,-165.403,-151.184
244800,5.60519e-45,7.00649e-45,7.00649e-45,-5.86275,-165.403,-151.184
244860,5.60519e-45,7.00649e-45,7.00649e-45,-5.92429,-162.311,-151.092
244860,5.60519e-45,7.00649e-45,7.00649e-45,-5.92429,-162.311,-151.092
244920,-0,-0,-0,-5.98582,-159.219,-151
244920,-0,-0,-0,-5.98582,-159.219,-151
244980,-0,-0,-0,-6.04736,-156.127,-150.908
244980,-0,-0,-0,-6.04736,-156.127,-150.908
245040,-0,-0,-0,-6.10889,-153.036,-150.816
245040,-0,-0,-0,-6.10889,-153.036,-150.816
245100,-0,-0,-0,-6.17043,-149.944,-150.723
245100,-0,-0,-0,-6.17043,-149.944,-150.723
245160,-0,-0,-0,-6.23196,-146.852,-150.631
245160,-0,-0,-0,-6.23196,-146.852,-150.631
245220,-0,-0,-0,-6.2935,-143.76,-150.539
245220,-0,-0,-0,-6.2935,-143.76,-150.539
245280,-0,-0,-0,-6.35503,-140.668,-150.447
245280,-0,-0,-0,-6.35503,-140.668,-150.447
245340,-0,-0,-0,-6.41657,-137.577,-150.355
245340,-0,-0,-0,-6.41657,-137.577,-150.355
245400,-0,-0,-0,-6.4781,-134.485,-150.263
245400,-0,-0,-0,-6.4781,-134.485,-150.263
245460,-0,-0,-0,-6.53964,-131.393,-150.171
245460,-0,-0,-0,-6.53964,-131.393,-150.171
245520,-0,-0,-0,-6.60117,-128.301,-150.079
245520,-0,-0,-0,-6.60117,-128.301,-150.079
245580,-0,-0,-0,-6.66271,-125.21,-149.987
245580,-0,-0,-0,-6.66271,-125.21,-149.987
245640,-0,-0,-0,-6.72424,-122.118,-149.895
245640,-0,-0,-0,-6.72424,-122.118,-149.895
245700,-0,-0,-0,-6.78578,-119.026,-149.803
245700,-0,-0,-0,-6.78578,-119.026,-149.803
245760,-0,-0,-0,-6.5833,-119.41,-150.19
245760,-0,-0,-0,-6.5833,-119.41,-150.19
245820,-0,-0,-0,-6.38082,-119.793,-150.577
245820,-0,-0,-0,-6.38082,-119.793,-150.577
245880,-0,-0,-0,-6.17834,-120.177,-150.963
245880,-0,-0,-0,-6.17834,-120.177,-150.963
245940,-0,-0,-0,-5.97586,-120.561,-151.35
245940,-0,-0,-0,-5.97586,-120.561,-151.35
246000,-0,-0,-0,-5.77338,-120.944,-151.736
246000,-0,-0,-0,-5.77338,-120.944,-151.736
246060,-0,-0,-0,-5.5709,-121.328,-152.123
246060,-0,-0,-0,-5.5709,-121.328,-152.123
246120,-0,-0,-0,-5.36842,-121.712,-152.509
246120,-0,-0,-0,-5.36842,-121.712,-152.509
246180,-0,-0,-0,-5.16594,-122.095,-152.896
246180,-0,-0,-0,-5.16594,-122.095,-152.896
246240,-0,-0,-0,-4.96347,-122.479,-153.283
246240,-0,-0,-0,-4.96347,-122.479,-153.283
246300,-0,-0,-0,-4.76099,-122.862,-153.669
246300,-0,-0,-0,-4.76099,-122.862,-153.669
246360,-0,-0,-0,-4.55851,-123.246,-154.056
246360,-0,-0,-0,-4.55851,-123.246,-154.056
246420,-0,-0,-0,-4.35603,-123.63,-154.442
246420,-0,-0,-0,-4.35603,-123.63,-154.442
246480,-0,-0,-0,-4.15355,-124.013,-154.829
246480,-0,-0,-0,-4.15355,-124.013,-154.829
246540,-0,-0,-0,-3.95107,-124.397,-155.215
246540,-0,-0,-0,-3.95107,-124.397,-155.215
246600,-0,-0,-0,-3.74859,-124.781,-155.602
246600,-0,-0,-0,-3.74859,-124.781,-155.602
246660,-0,-0,-0,-3.98902,-125.726,-169.542
246660,-0,-0,-0,-3.98902,-125.726,-169.542
246720,-0,-0,-0,-4.22945,-126.671,-183.482
246720,-0,-0,-0,-4.22945,-126.671,-183.482
246780,-0,-0,-0,-4.46989,-127.616,-197.423
246780,-0,-0,-0,-4.46989,-127.616,-197.423
246840,-0,-0,-0,-4.71032,-128.561,-211.363
246840,-0,-0,-0,-4.71032,-128.561,-211.363
246900,-0,-0,-0,-4.95075,-129.506,-225.303
246900,-0,-0,-0,-4.95075,-129.506,-225.303
246960,-0,-0,-0,-5.19118,-130.451,-239.243
246960,-0,-0,-0,-5.19118,-130.451,-239.243
247020,-0,-0,-0,-5.43161,-131.396,-253.184
247020,-0,-0,-0,-5.43161,-131.396,-253.184
247080,-0,-0,-0,-5.67205,-132.341,-267.124
247080,-0,-0,-0,-5.67205,-132.341,-267.124
247140,-0,-0,-0,-5.91248,-133.286,-281.064
247140,-0,-0,-0,-5.91248,-133.286,-281.064
247200,-0,-0,-0,-6.15291,-134.231,-295.004
247200,-0,-0,-0,-6.15291,-134.231,-295.004
247260,-0,-0,-0,-6.39334,-135.176,-308.945
247260,-0,-0,-0,-6.39334,-135.176,-308.945
247320,-0,-0,-0,-6.63377,-136.121,-322.885
247320,-0,-0,-0,-6.63377,-136.121,-322.885
247380,-0,-0,-0,-6.87421,-137.066,-336.825
247380,-0,-0,-0,-6.87421,-137.066,-336.825
247440,-0,-0,-0,-7.11464,-138.011,-350.766
247440,-0,-0,-0,-7.11464,-138.011,-350.766
247500,-0,-0,-0,-7.35507,-138.956,-364.706
247500,-0,-0,-0,-7.35507,-138.956,-364.706
247560,-0,-0,-0,-7.46218,-139.2,-406.271
247560,-0,-0,-0,-7.46218,-139.2,-406.271
247620,-0,-0,-0,-7.56929,-139.443,-447.835
247620,-0,-0,-0,-7.56929,-139.443,-447.835
247680,-0,-0,-0,-7.67639,-139.687,-489.4
247680,-0,-0,-0,-7.67639,-139.687,-489.4
247740,-0,-0,-0,-7.7835,-139.931,-530.965
247740,-0,-0,-0,-7.7835,-139.931,-530.965
247800,-0,-0,-0,-7.89061,-140.175,-572.53
247800,-0,-0,-0,-7.89061,-140.175,-572.53
247860,-0,-0,-0,-7.99772,-140.418,-614.095
247860,-0,-0,-0,-7.99772,-140.418,-614.095
247920,-0,-0,-0,-8.10482,-140.662,-655.66
247920,-0,-0,-0,-8.10482,-140.662,-655.66
247980,-0,-0,-0,-8.21193,-140.906,-697.224
247980,-0,-0,-0,-8.21193,-140.906,-697.224
248040,-0,-0,-0,-8.31904,-141.15,-738.789
248040,-0,-0,-0,-8.31904,-141.15,-738.789
248100,-0,-0,-0,-8.42615,-141.393,-780.354
248100,-0,-0,-0,-8.42615,-141.393,-780.354
248160,-0,-0,-0,-8.53325,-141.637,-821.919
248160,-0,-0,-0,-8.53325,-141.637,-821.919
248220,-0,-0,-0,-8.64036,-141.881,-863.484
248220,-0,-0,-0,-8.64036,-141.881,-863.484
248280,-0,-0,-0,-8.74747,-142.124,-905.049
248280,-0,-0,-0,-8.74747,-142.124,-905.049
248340,-0,-0,-0,-8.85458,-142.368,-946.613
248340,-0,-0,-0,-8.85458,-142.368,-946.613
248400,-0,-0,-0,-8.96168,-142.612,-988.178
248400,-0,-0,-0,-8.96168,-142.612,-988.178
248460,-0,-0,-0,-8.92659,-141.498,-947.303
248460,-0,-0,-0,-8.92659,-141.498,-947.303
248520,-0,-0,-0,-8.8915,-140.384,-906.427
248520,-0,-0,-0,-8.8915,-140.384,-906.427
248580,-0,-0,-0,-8.8564,-139.271,-865.552
248580,-0,-0,-0,-8.8564,-139.271,-865.552
248640,-0,-0,-0,-8.82131,-138.157,-824.677
248640,-0,-0,-0,-8.82131,-138.157,-824.677
248700,-0,-0,-0,-8.78621,-137.043,-783.801
248700,-0,-0,-0,-8.78621,-137.043,-783.801
248760,-0,-0,-0,-8.75112,-135.93,-742.926
248760,-0,-0,-0,-8.75112,-135.93,-742.926
248820,-0,-0,-0,-8.71602,-134.816,-702.05
248820,-0,-0,-0,-8.71602,-134.816,-702.05
248880,-0,-0,-0,-8.68093,-133.702,-661.175
248880,-0,-0,-0,-8.68093,-133.702,-661.175
248940,-0,-0,-0,-8.64584,-132.589,-620.3
248940,-0,-0,-0,-8.64584,-132.589,-620.3
249000,-0,-0,-0,-8.61074,-131.475,-579.424
249000,-0,-0,-0,-8.61074,-131.475,-579.424
249060,-0,-0,-0,-8.57565,-130.361,-538.549
249060,-0,-0,-0,-8.57565,-130.361,-538.549
249120,-0,-0,-0,-8.54055,-129.248,-497.674
249120,-0,-0,-0,-8.54055,-129.248,-497.674
249180,-0,-0,-0,-8.50546,-128.134,-456.798
249180,-0,-0,-0,-8.50546,-128.134,-456.798
249240,-0,-0,-0,-8.47036,-127.02,-415.923
249240,-0,-0,-0,-8.47036,-127.02,-415.923
249300,-0,-0,-0,-8.43527,-125.907,-375.047
249300,-0,-0,-0,-8.43527,-125.907,-375.047
249360,-0,-0,-0,-8.44179,-118.782,-358.952
249360,-0,-0,-0,-8.44179,-118.782,-358.952
249420,-0,-0,-0,-8.44831,-111.658,-342.857
249420,-0,-0,-0,-8.44831,-111.658,-342.857
249480,-0,-0,-0,-8.45482,-104.534,-326.762
249480,-0,-0,-0,-8.45482,-104.534,-326.762
249540,-0,-0,-0,-8.46134,-97.4091,-310.667
249540,-0,-0,-0,-8.46134,-97.4091,-310.667
249600,-0,-0,-0,-8.46786,-90.2847,-294.572
249600,-0,-0,-0,-8.46786,-90.2847,-294.572
249660,-0,-0,-0,-8.47438,-83.1603,-278.477
249660,-0,-0,-0,-8.47438,-83.1603,-278.477
249720,-0,-0,-0,-8.48089,-76.0359,-262.382
249720,-0,-0,-0,-8.48089,-76.0359,-262.382
249780,-0,-0,-0,-8.48741,-68.9115,-246.287
249780,-0,-0,-0,-8.48741,-68.9115,-246.287
249840,-0,-0,-0,-8.49393,-61.7871,-230.192
249840,-0,-0,-0,-8.49393,-61.7871,-230.192
249900,-0,-0,-0,-8.50045,-54.6627,-214.097
249900,-0,-0,-0,-8.50045,-54.6627,-214.097
249960,-0,-0,-0,-8.50696,-47.5382,-198.002
249960,-0,-0,-0,-8.50696,-47.5382,-198.002
250020,-0,-0,-0,-8.51348,-40.4138,-181.907
250020,-0,-0,-0,-8.51348,-40.4138,-181.907
250080,-0,-0,-0,-8.52,-33.2894,-165.812
250080,-0,-0,-0,-8.52,-33.2894,-165.812
250140,-0,-0,-0,-8.52652,-26.165,-149.717
250140,-0,-0,-0,-8.52652,-26.165,-149.717
250200,-0,-0,-0,-8.53303,-19.0406,-133.622
250200,-0,-0,-0,-8.53303,-19.0406,-133.622
250260,-0,-0,-0,-8.42505,-19.4764,-127.989
250260,-0,-0,-0,-8.42505,-19.4764,-127.989
250320,-0,-0,-0,-8.31706,-19.9123,-122.356
250320,-0,-0,-0,-8.31706,-19.9123,-122.356
250380,-0,-0,-0,-8.20907,-20.3481,-116.723
250380,-0,-0,-0,-8.20907,-20.3481,-116.723
250440,-0,-0,-0,-8.10108,-20.784,-111.09
250440,-0,-0,-0,-8.10108,-20.784,-111.09
250500,-0,-0,-0,-7.9931,-21.2199,-105.457
250500,-0,-0,-0,-7.9931,-21.2199,-105.457
250560,-0,-0,-0,-7.88511,-21.6557,-99.8245
250560,-0,-0,-0,-7.88511,-21.6557,-99.8245
250620,-0,-0,-0,-7.77712,-22.0916,-94.1915
250620,-0,-0,-0,-7.77712,-22.0916,-94.1915
250680,-0,-0,-0,-7.66913,-22.5274,-88.5586
250680,-0,-0,-0,-7.66913,-22.5274,-88.5586
250740,-0,-0,-0,-7.56115,-22.9633,-82.9256
250740,-0,-0,-0,-7.56115,-22.9633,-82.9256
250800,-0,-0,-0,-7.45316,-23.3991,-77.2926
250800,-0,-0,-0,-7.45316,-23.3991,-77.2926
250860,-0,-0,-0,-7.34517,-23.835,-71.6597
250860,-0,-0,-0,-7.34517,-23.835,-71.6597
250920,-0,-0,-0,-7.23718,-24.2708,-66.0267
250920,-0,-0,-0,-7.23718,-24.2708,-66.0267
250980,-0,-0,-0,-7.12919,-24.7067,-60.3937
250980,-0,-0,-0,-7.12919,-24.7067,-60.3937
251040,-0,-0,-0,-7.02121,-25.1426,-54.7608
251040,-0,-0,-0,-7.02121,-25.1426,-54.7608
251100,-0,-0,-0,-6.91322,-25.5784,-49.1278
251100,-0,-0,-0,-6.91322,-25.5784,-49.1278
251160,-0,-0,-0,-7.06061,-25.6431,-50.6905
251160,-0,-0,-0,-7.06061,-25.6431,-50.6905
251220,-0,-0,-0,-7.208,-25.7077,-52.2532
251220,-0,-0,-0,-7.208,-25.7077,-52.2532
251280,-0,-0,-0,-7.35539,-25.7724,-53.8159
251280,-0,-0,-0,-7.35539,-25.7724,-53.8159
251340,-0,-0,-0,-7.50278,-25.837,-55.3785
251340,-0,-0,-0,-7.50278,-25.837,-55.3785
251400,-0,-0,-0,-7.65017,-25.9016,-56.9412
251400,-0,-0,-0,-7.65017,-25.9016,-56.9412
251460,-0,-0,-0,-7.79755,-25.9663,-58.5039
251460,-0,-0,-0,-7.79755,-25.9663,-58.5039
251520,-0,-0,-0,-7.94494,-26.0309,-60.0666
251520,-0,-0,-0,-7.94494,-26.0309,-60.0666
251580,-0,-0,-0,-8.09233,-26.0956,-61.6293
251580,-0,-0,-0,-8.09233,-26.0956,-61.6293
251640,-0,-0,-0,-8.23972,-26.1602,-63.192
251640,-0,-0,-0,-8.23972,-26.1602,-63.192
251700,-0,-0,-0,-8.38711,-26.2249,-64.7546
251700,-0,-0,-0,-8.38711,-26.2249,-64.7546
251760,-0,-0,-0,-8.5345,-26.2895,-66.3173
251760,-0,-0,-0,-8.5345,-26.2895,-66.3173
251820,-0,-0,-0,-8.68189,-26.3542,-67.88
251820,-0,-0,-0,-8.68189,-26.3542,-67.88
251880,-0,-0,-0,-8.82928,-26.4188,-69.4427
251880,-0,-0,-0,-8.82928,-26.4188,-69.4427
251940,-0,-0,-0,-8.97667,-26.4835,-71.0054
251940,-0,-0,-0,-8.97667,-26.4835,-71.0054
252000,-0,-0,-0,-9.12406,-26.5481,-72.5681
252000,-0,-0,-0,-9.12406,-26.5481,-72.5681
252060,-0,-0,-0,-8.7535,-29.6918,-68.2377
252060,-0,-0,-0,-8.7535,-29.6918,-68.2377
252120,-0,-0,-0,-8.38294,-32.8355,-63.9073
252120,-0,-0,-0,-8.38294,-32.8355,-63.9073
252180,-0,-0,-0,-8.01238,-35.9792,-59.5769
252180,-0,-0,-0,-8.01238,-35.9792,-59.5769
252240,-0,-0,-0,-7.64182,-39.1229,-55.2465
252240,-0,-0,-0,-7.64182,-39.1229,-55.2465
252300,-0,-0,-0,-7.27126,-42.2666,-50.9161
252300,-0,-0,-0,-7.27126,-42.2666,-50.9161
252360,-0,-0,-0,-6.9007,-45.4103,-46.5857
252360,-0,-0,-0,-6.9007,-45.4103,-46.5857
252420,-0,-0,-0,-6.53014,-48.554,-42.2553
252420,-0,-0,-0,-6.53014,-48.554,-42.2553
252480,-0,-0,-0,-6.15958,-51.6977,-37.9249
252480,-0,-0,-0,-6.15958,-51.6977,-37.9249
252540,-0,-0,-0,-5.78902,-54.8414,-33.5945
252540,-0,-0,-0,-5.78902,-54.8414,-33.5945
252600,-0,-0,-0,-5.41846,-57.9851,-29.2641
252600,-0,-0,-0,-5.41846,-57.9851,-29.2641
252660,-0,-0,-0,-5.0479,-61.1288,-24.9337
252660,-0,-0,-0,-5.0479,-61.1288,-24.9337
252720,-0,-0,-0,-4.67734,-64.2726,-20.6033
252720,-0,-0,-0,-4.67734,-64.2726,-20.6033
252780,-0,-0,-0,-4.30678,-67.4163,-16.273
252780,-0,-0,-0,-4.30678,-67.4163,-16.273
252840,-0,-0,-0,-3.93622,-70.56,-11.9426
252840,-0,-0,-0,-3.93622,-70.56,-11.9426
252900,-0,-0,-0,-3.56566,-73.7037,-7.61217
252900,-0,-0,-0,-3.56566,-73.7037,-7.61217
252960,-0,-0,-0,-3.90539,-76.8683,-7.46004
252960,-0,-0,-0,-3.90539,-76.8683,-7.46004
253020,-0,-0,-0,-4.24511,-80.033,-7.30792
253020,-0,-0,-0,-4.24511,-80.033,-7.30792
253080,-0,-0,-0,-4.58483,-83.1977,-7.15579
253080,-0,-0,-0,-4.58483,-83.1977,-7.15579
253140,-0,-0,-0,-4.92455,-86.3624,-7.00367
253140,-0,-0,-0,-4.92455,-86.3624,-7.00367
253200,-0,-0,-0,-5.26428,-89.5271,-6.85154
253200,-0,-0,-0,-5.26428,-89.5271,-6.85154
253260,-0,-0,-0,-5.604,-92.6918,-6.69942
253260,-0,-0,-0,-5.604,-92.6918,-6.69942
253320,-0,-0,-0,-5.94372,-95.8565,-6.54729
253320,-0,-0,-0,-5.94372,-95.8565,-6.54729
253380,-0,-0,-0,-6.28344,-99.0212,-6.39517
253380,-0,-0,-0,-6.28344,-99.0212,-6.39517
253440,-0,-0,-0,-6.62317,-102.186,-6.24304
253440,-0,-0,-0,-6.62317,-102.186,-6.24304
253500,-0,-0,-0,-6.96289,-105.351,-6.09092
253500,-0,-0,-0,-6.96289,-105.351,-6.09092
253560,-0,-0,-0,-7.30261,-108.515,-5.93879
253560,-0,-0,-0,-7.30261,-108.515,-5.93879
253620,-0,-0,-0,-7.64233,-111.68,-5.78667
253620,-0,-0,-0,-7.64233,-111.68,-5.78667
253680,-0,-0,-0,-7.98206,-114.845,-5.63454
253680,-0,-0,-0,-7.98206,-114.845,-5.63454
253740,-0,-0,-0,-8.32178,-118.009,-5.48242
253740,-0,-0,-0,-8.32178,-118.009,-5.48242
253800,-0,-0,-0,-8.6615,-121.174,-5.33029
253800,-0,-0,-0,-8.6615,-121.174,-5.33029
253860,-0,-0,-0,-8.50464,-114.75,-5.42042
253860,-0,-0,-0,-8.50464,-114.75,-5.42042
253920,-0,-0,-0,-8.34779,-108.326,-5.51054
253920,-0,-0,-0,-8.34779,-108.326,-5.51054
253980,-0,-0,-0,-8.19093,-101.903,-5.60066
253980,-0,-0,-0,-8.19093,-101.903,-5.60066
254040,-0,-0,-0,-8.03407,-95.4789,-5.69079
254040,-0,-0,-0,-8.03407,-95.4789,-5.69079
