Time,T_amb,T_gnd,sRadS,sRadN,sRadE,sRadW,IntHG
2.61776e+07,283.97,293.566,0.000100456,0.000140038,0.000100456,0.000108509,0
2.61789e+07,283.788,293.566,0.000100417,0.000140197,0.000100877,0.000100417,0
2.61801e+07,283.717,293.566,0.000100464,0.000139983,0.000109434,0.000100464,0
2.61813e+07,283.763,293.566,0.000100593,0.000139393,0.000118001,0.000100593,0
2.61825e+07,283.773,293.566,0.00010079,0.000138421,0.000126503,0.00010079,0
2.61837e+07,283.532,293.566,0.000101043,0.000137061,0.000134862,0.000101043,0
2.61849e+07,283.015,293.565,0.000101338,0.000135314,0.000143001,0.000101338,0
2.61861e+07,282.594,293.565,0.000101665,0.000133184,0.000150848,0.000101665,0
2.61873e+07,282.516,293.565,0.000102014,0.000130682,0.000158338,0.000102014,0
2.61885e+07,282.563,293.565,0.000102381,0.000127823,0.000165409,0.000102381,0
2.61897e+07,282.569,293.565,0.00010276,0.000124629,0.000172005,0.00010276,0
2.6191e+07,282.447,293.565,0.000103147,0.000121122,0.000178074,0.000103147,0
2.61922e+07,282.28,293.565,0.000103541,0.000117331,0.00018357,0.000103541,0
2.61934e+07,282.088,293.565,0.000103939,0.000113286,0.000188451,0.000103939,0
2.61946e+07,281.791,293.565,0.00010434,0.00010902,0.000192681,0.00010434,0
2.61958e+07,281.342,293.564,0.000104918,0.000104742,0.000196228,0.000104742,0
2.6197e+07,280.983,293.564,0.000110325,0.000105144,0.000199069,0.000105144,0
2.61982e+07,281.147,293.564,0.000115843,0.000105545,0.000201181,0.000105545,0
2.61994e+07,281.883,293.564,0.000121432,0.000105943,0.000202552,0.000105943,0
2.62006e+07,282.51,293.564,0.000127049,0.000106338,0.000203173,0.000106338,0
2.62018e+07,282.451,293.564,0.000132653,0.000106729,0.00020304,0.000106729,0
2.6203e+07,282.032,293.564,4.39737,1.64066,10.0681,1.64066,0
2.62043e+07,281.994,293.564,54.4454,19.3767,109.591,19.3767,0
2.62055e+07,282.767,293.564,144.999,46.1718,263.257,46.1718,0
2.62067e+07,283.87,293.563,219.193,73.0553,349.717,73.0553,0
2.62079e+07,284.79,293.563,265.709,103.761,369.403,103.761,0
2.62091e+07,285.376,293.563,300.725,134.395,371.254,134.395,0
2.62103e+07,285.926,293.563,357.569,160.224,403.943,160.224,0
2.62115e+07,286.418,293.563,523.721,188.291,546.058,188.291,0
2.62127e+07,286.902,293.563,712.301,213.696,669.468,213.696,0
2.62139e+07,287.345,293.563,772.787,233.791,650.945,233.791,0
2.62151e+07,287.549,293.563,650.903,245.273,506.262,245.273,0
2.62164e+07,287.55,293.563,505.785,253.775,384.907,253.775,0
2.62176e+07,287.55,293.562,515.81,267.758,367.717,267.758,0
2.62188e+07,287.55,293.562,582.971,285.293,371.567,285.293,0
2.622e+07,287.55,293.562,633.315,297.609,357.905,297.609,0
2.62212e+07,287.55,293.562,614.947,296.837,319.481,296.837,0
2.62224e+07,287.55,293.562,559.772,286.032,286.032,296.032,0
2.62236e+07,288.11,293.562,491.111,268.27,268.27,300.49,0
2.62248e+07,289.183,293.562,411.029,241.467,241.467,284.542,0
2.6226e+07,289.855,293.562,285.285,191.42,191.42,225.775,0
2.62272e+07,289.9,293.562,179.491,140.045,140.045,159.047,0
2.62284e+07,289.677,293.561,151.852,122.781,122.781,140.299,0
2.62297e+07,289.223,293.561,191.281,144.805,144.805,178.743,0
2.62309e+07,288.486,293.561,229.15,161.764,161.764,220.165,0
2.62321e+07,287.639,293.561,199.428,143.271,143.271,200.235,0
2.62333e+07,287.019,293.561,158.101,118.162,118.162,165.153,0
2.62345e+07,286.639,293.561,117.612,92.3977,92.3977,126.627,0
2.62357e+07,286.422,293.561,74.8172,64.0122,64.0122,80.9006,0
2.62369e+07,286.467,293.561,28.5658,28.5658,28.5658,28.5658,0
2.62381e+07,286.668,293.561,2.73224,2.7322,2.7322,2.73229,0
2.62393e+07,286.882,293.56,0.000145537,0.000107605,0.000107605,0.000199794,0
2.62405e+07,287.07,293.56,0.000140134,0.000107228,0.000107228,0.000201649,0
2.62418e+07,287.238,293.56,0.000134624,0.000106845,0.000106845,0.000202766,0
2.6243e+07,287.405,293.56,0.000129047,0.000106455,0.000106455,0.000203136,0
2.62442e+07,287.575,293.56,0.000123444,0.000106061,0.000106061,0.000202753,0
2.62454e+07,287.785,293.56,0.000117858,0.000105663,0.000105663,0.000201619,0
2.62466e+07,288.006,293.56,0.000112328,0.000105263,0.000105263,0.000199741,0
2.62478e+07,288.167,293.56,0.000106897,0.00010486,0.00010486,0.00019713,0
2.6249e+07,288.086,293.56,0.000104458,0.000107312,0.000104458,0.000193806,0
2.62502e+07,287.808,293.559,0.000104056,0.000111625,0.000104056,0.000189792,0
2.62514e+07,287.489,293.559,0.000103656,0.000115727,0.000103656,0.000185116,0
2.62526e+07,287.069,293.559,0.00010326,0.000119585,0.00010326,0.000179815,0
2.62538e+07,286.644,293.559,0.000102869,0.000123167,0.000102869,0.000173927,0
2.62551e+07,286.426,293.559,0.000102486,0.000126446,0.000102486,0.000167498,0
2.62563e+07,286.338,293.559,0.000102114,0.000129397,0.000102114,0.000160577,0
2.62575e+07,286.281,293.559,0.000101757,0.000131997,0.000101757,0.00015322,0
2.62587e+07,286.242,293.559,0.00010142,0.000134229,0.00010142,0.000145485,0
2.62599e+07,286.212,293.559,0.000101112,0.000136082,0.000101112,0.000137438,0
2.62611e+07,286.181,293.558,0.000100841,0.000137547,0.000100841,0.000129149,0
2.62623e+07,286.136,293.558,0.000100622,0.000138625,0.000100622,0.000120692,0
2.62635e+07,286.067,293.558,0.000100468,0.00013932,0.000100468,0.000112145,0
2.62647e+07,285.993,293.558,0.000100392,0.000139638,0.000100392,0.000103587,0
2.62659e+07,285.937,293.558,0.000100402,0.000139585,0.000105714,0.000100402,0
2.62672e+07,285.905,293.558,0.000100498,0.000139158,0.000114275,0.000100498,0
2.62684e+07,285.878,293.558,0.000100669,0.000138354,0.000122804,0.000100669,0
2.62696e+07,285.833,293.558,0.000100902,0.000137166,0.000131224,0.000100902,0
2.62708e+07,285.763,293.558,0.000101182,0.000135589,0.000139457,0.000101182,0
2.6272e+07,285.69,293.557,0.000101498,0.000133628,0.000147428,0.000101498,0
2.62732e+07,285.634,293.557,0.00010184,0.000131289,0.000155071,0.00010184,0
2.62744e+07,285.599,293.557,0.000102201,0.000128587,0.00016232,0.000102201,0
2.62756e+07,285.57,293.557,0.000102575,0.000125539,0.000169118,0.000102575,0
2.62768e+07,285.536,293.557,0.00010296,0.00012217,0.000175412,0.00010296,0
2.6278e+07,285.481,293.557,0.000103352,0.000118504,0.000181152,0.000103352,0
2.62793e+07,285.406,293.557,0.000103749,0.000114571,0.000186296,0.000103749,0
2.62805e+07,285.223,293.557,0.000104149,0.000110402,0.000190804,0.000104149,0
2.62817e+07,284.33,293.557,0.000104551,0.000106032,0.000194643,0.000104551,0
2.62829e+07,283.37,293.556,0.000108411,0.000104953,0.000197786,0.000104953,0
2.62841e+07,283.15,293.556,0.000113879,0.000105354,0.00020021,0.000105354,0
2.62853e+07,283.15,293.556,0.000119434,0.000105754,0.000201899,0.000105754,0
2.62865e+07,283.15,293.556,0.000125036,0.00010615,0.000202842,0.00010615,0
2.62877e+07,283.15,293.556,0.000130643,0.000106543,0.000203032,0.000106543,0
2.62889e+07,283.15,293.556,0.000136214,0.00010693,0.000202472,0.00010693,0
2.62901e+07,283.15,293.556,41.7265,8.50285,99.1569,8.50285,0
2.62913e+07,283.237,293.556,157.143,29.308,326.008,29.308,0
2.62926e+07,283.901,293.556,288.098,54.0529,521.2,54.0529,0
2.62938e+07,284.866,293.555,374.99,77.7332,591.354,77.7332,0
2.6295e+07,285.805,293.555,464.593,101.582,646.28,101.582,0
2.62962e+07,286.917,293.555,582.322,124.991,720.972,124.991,0
2.62974e+07,287.871,293.555,658.529,141.336,724.992,141.336,0
2.62986e+07,288.335,293.555,732.078,156.239,715.505,156.239,0
2.62998e+07,288.704,293.555,799.242,170.485,690.725,170.485,0
2.6301e+07,289.074,293.555,886.345,188.367,672.837,188.367,0
2.63022e+07,289.444,293.555,936.059,199.331,618.512,199.331,0
2.63034e+07,289.813,293.555,975.344,208.529,553.712,208.529,0
2.63047e+07,290.183,293.554,1003.32,216.275,480.78,216.275,0
2.63059e+07,290.552,293.554,1021.4,222.119,402.284,222.119,0
2.63071e+07,290.922,293.554,1032.79,225.148,319.624,225.148,0
2.63083e+07,291.292,293.554,1042.25,225.5,233.408,225.491,0
2.63095e+07,291.718,293.554,1047.91,224.274,224.274,304.562,0
2.63107e+07,292.349,293.554,1044.22,222.215,222.215,391.201,0
2.63119e+07,292.965,293.554,1026.09,218.739,218.739,473.595,0
2.63131e+07,293.36,293.554,994.476,213.644,213.644,548.549,0
2.63143e+07,293.615,293.553,952.652,207.755,207.755,614.907,0
2.63155e+07,293.739,293.553,876.109,198.314,198.314,652.579,0
2.63167e+07,293.75,293.553,824.453,195.134,195.134,699.574,0
2.6318e+07,293.75,293.553,722.267,187.231,187.231,691.696,0
2.63192e+07,293.75,293.553,657.635,179.632,179.632,703.957,0
2.63204e+07,293.75,293.553,553.745,166.277,166.277,657.338,0
2.63216e+07,293.75,293.553,482.98,150.91,150.91,635.444,0
2.63228e+07,293.75,293.553,267.916,97.8659,97.8659,383.388,0
2.6324e+07,293.47,293.553,60.06,28.8839,28.8839,89.268,0
2.63252e+07,292.379,293.552,0.000148183,0.000107743,0.000107743,0.000198623,0
2.63264e+07,291.204,293.552,0.000142847,0.000107371,0.000107371,0.000200787,0
2.63276e+07,290.465,293.552,0.000137386,0.000106991,0.000106991,0.000202221,0
2.63288e+07,289.796,293.552,0.00013184,0.000106604,0.000106604,0.000202912,0
2.63301e+07,289.324,293.552,0.000126252,0.000106212,0.000106212,0.000202853,0
2.63313e+07,289.119,293.552,0.000120661,0.000105816,0.000105816,0.000202043,0
2.63325e+07,288.961,293.552,0.00011511,0.000105417,0.000105417,0.000200485,0
2.63337e+07,288.798,293.552,0.000109639,0.000105015,0.000105015,0.00019819,0
2.63349e+07,288.605,293.552,0.000104613,0.000104938,0.000104613,0.000195174,0
2.63361e+07,288.399,293.551,0.000104211,0.000109324,0.000104211,0.000191458,0
2.63373e+07,288.196,293.551,0.000103809,0.000113514,0.000103809,0.000187068,0
2.63385e+07,288.088,293.551,0.000103411,0.000117474,0.000103411,0.000182038,0
